project,bug_id,file,line,category,description,source
Chart,1,AbstractCategoryItemRenderer.java,197,code_smell,"[java:S1948] Make non-static ""baseItemLabelGenerator"" transient or serializable.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,203,code_smell,"[java:S1948] Make non-static ""baseToolTipGenerator"" transient or serializable.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,209,code_smell,"[java:S1948] Make non-static ""baseURLGenerator"" transient or serializable.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,212,code_smell,"[java:S1948] Make non-static ""legendItemLabelGenerator"" transient or serializable.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,215,code_smell,"[java:S1948] Make non-static ""legendItemToolTipGenerator"" transient or serializable.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,218,code_smell,"[java:S1948] Make non-static ""legendItemURLGenerator"" transient or serializable.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,226,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,234,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,255,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,256,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,681,quality_warning,[java:S112] Replace generic exceptions with specific library exceptions or a custom exception.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,698,quality_warning,"[java:S2178] Correct this ""&"" to ""&&"" and extract the right operand to a variable if it should always be evaluated.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,923,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1100,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1129,security,"[java:S2259] A ""NullPointerException"" could be thrown; ""line"" is nullable here.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1180,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 45 to the 15 allowed.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1223,security,"[java:S2259] A ""NullPointerException"" could be thrown; ""line"" is nullable here.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1469,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1531,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1532,quality_warning,"[java:S1488] Immediately return this expression instead of assigning it to the temporary variable ""result"".",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1568,quality_warning,"[java:S107] Method has 8 parameters, which is greater than 7 authorized.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1569,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1606,quality_warning,"[java:S107] Method has 9 parameters, which is greater than 7 authorized.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1651,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1660,quality_warning,[java:S112] Replace generic exceptions with specific library exceptions or a custom exception.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1680,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1790,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1797,logic_error,Inverted null check (!=) instead of (==) on dataset,defects4j
Chart,1,AbstractCategoryItemRenderer.java,1800,security,"[java:S2259] A ""NullPointerException"" could be thrown; ""dataset"" is nullable here.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1862,quality_warning,"[java:S107] Method has 8 parameters, which is greater than 7 authorized.",sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1916,quality_warning,[java:S112] Replace generic exceptions with specific library exceptions or a custom exception.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1944,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,1,AbstractCategoryItemRenderer.java,1989,quality_warning,[java:S1134] Take the required action to fix the issue indicated by this comment.,sonarqube_verified
Chart,7,TimePeriodValues.java,88,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,7,TimePeriodValues.java,128,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,7,TimePeriodValues.java,132,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,7,TimePeriodValues.java,257,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 24 to the 15 allowed.,sonarqube_verified
Chart,7,TimePeriodValues.java,300,logic_error,Uses minMiddleIndex instead of maxMiddleIndex,defects4j
Chart,7,TimePeriodValues.java,401,quality_warning,"[java:S5413] Verify that ""remove()"" is used correctly.",sonarqube_verified
Chart,7,TimePeriodValues.java,414,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Chart,7,TimePeriodValues.java,450,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Chart,7,TimePeriodValues.java,479,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Chart,7,TimePeriodValues.java,480,quality_warning,"[java:S1488] Immediately return this expression instead of assigning it to the temporary variable ""clone"".",sonarqube_verified
Chart,7,TimePeriodValues.java,500,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,7,TimePeriodValues.java,501,quality_warning,[java:S1155] Use isEmpty() to check whether the collection is empty or not.,sonarqube_verified
Chart,7,TimePeriodValues.java,509,quality_warning,[java:S106] Replace this use of System.err by a logger.,sonarqube_verified
Chart,11,ShapeUtilities.java,107,quality_warning,"[java:S108] Remove this block of code, fill it in, or add a comment explaining why it is empty.",sonarqube_verified
Chart,11,ShapeUtilities.java,110,quality_warning,"[java:S1488] Immediately return this expression instead of assigning it to the temporary variable ""result"".",sonarqube_verified
Chart,11,ShapeUtilities.java,127,logic_error,"[java:S1221] Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",sonarqube_verified
Chart,11,ShapeUtilities.java,158,logic_error,"[java:S1221] Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",sonarqube_verified
Chart,11,ShapeUtilities.java,168,quality_warning,[java:S1126] Replace this if-then-else statement by a single return statement.,sonarqube_verified
Chart,11,ShapeUtilities.java,183,logic_error,"[java:S1221] Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",sonarqube_verified
Chart,11,ShapeUtilities.java,190,quality_warning,[java:S1126] Replace this if-then-else statement by a single return statement.,sonarqube_verified
Chart,11,ShapeUtilities.java,205,logic_error,"[java:S1221] Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",sonarqube_verified
Chart,11,ShapeUtilities.java,221,quality_warning,[java:S1126] Replace this if-then-else statement by a single return statement.,sonarqube_verified
Chart,11,ShapeUtilities.java,236,logic_error,"[java:S1221] Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",sonarqube_verified
Chart,11,ShapeUtilities.java,249,quality_warning,[java:S1126] Replace this if-then-else statement by a single return statement.,sonarqube_verified
Chart,11,ShapeUtilities.java,264,logic_error,"[java:S1221] Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",sonarqube_verified
Chart,11,ShapeUtilities.java,275,logic_error,Copy-paste error: p1 iterator used for p2,defects4j
Chart,11,ShapeUtilities.java,364,quality_warning,"[java:S1488] Immediately return this expression instead of assigning it to the temporary variable ""result"".",sonarqube_verified
Chart,12,MultiplePiePlot.java,96,quality_warning,"[java:S2157] Add a ""clone()"" method to this class.",sonarqube_verified
Chart,12,MultiplePiePlot.java,117,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,129,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,145,code_smell,Direct field assignment bypasses setDataset() setter,defects4j
Chart,12,MultiplePiePlot.java,157,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,276,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,288,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,331,quality_warning,[java:S1135] Complete the task associated to this TODO comment.,sonarqube_verified
Chart,12,MultiplePiePlot.java,344,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 28 to the 15 allowed.,sonarqube_verified
Chart,12,MultiplePiePlot.java,424,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,465,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.,sonarqube_verified
Chart,12,MultiplePiePlot.java,476,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,490,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,509,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Chart,12,MultiplePiePlot.java,514,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,525,syntax_style,"[java:S1481] Remove this unused ""section"" local variable.",sonarqube_verified
Chart,12,MultiplePiePlot.java,526,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,528,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,12,MultiplePiePlot.java,561,logic_error,"[java:S1206] This class overrides ""equals()"" and should therefore also override ""hashCode()"".",sonarqube_verified
Chart,12,MultiplePiePlot.java,585,quality_warning,[java:S1126] Replace this if-then-else statement by a single return statement.,sonarqube_verified
Chart,12,MultiplePiePlot.java,615,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,118,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,121,code_smell,"[java:S1948] Make non-static ""data"" transient or serializable.",sonarqube_verified
Chart,17,TimeSeries.java,152,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,170,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,171,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,176,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,247,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,325,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,389,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,390,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,405,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,407,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,488,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,sonarqube_verified
Chart,17,TimeSeries.java,493,quality_warning,"[java:S1149] Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".",sonarqube_verified
Chart,17,TimeSeries.java,523,quality_warning,"[java:S1149] Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".",sonarqube_verified
Chart,17,TimeSeries.java,534,quality_warning,"[java:S2589] Remove this expression which always evaluates to ""true""",sonarqube_verified
Chart,17,TimeSeries.java,675,quality_warning,"[java:S2129] Remove this ""Double"" constructor",sonarqube_verified
Chart,17,TimeSeries.java,768,syntax_style,[java:S3878] Remove this array creation and simply pass the elements.,sonarqube_verified
Chart,17,TimeSeries.java,771,syntax_style,"[java:S3878] Disambiguate this call by either casting as ""Object"" or ""Object[]"".",sonarqube_verified
Chart,17,TimeSeries.java,803,quality_warning,[java:S1155] Use isEmpty() to check whether the collection is empty or not.,sonarqube_verified
Chart,17,TimeSeries.java,836,quality_warning,"[java:S5413] Verify that ""remove()"" is used correctly.",sonarqube_verified
Chart,17,TimeSeries.java,856,code_smell,"[java:S2975] Remove this ""clone"" implementation; use a copy constructor or copy factory instead.",sonarqube_verified
Chart,17,TimeSeries.java,857,logic_error,clone() uses createCopy instead of super.clone(),defects4j
Chart,17,TimeSeries.java,884,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,885,quality_warning,[java:S1155] Use isEmpty() to check whether the collection is empty or not.,sonarqube_verified
Chart,17,TimeSeries.java,944,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Chart,17,TimeSeries.java,960,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Chart,17,TimeSeries.java,1009,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Lang,21,DateUtils.java,86,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,103,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,108,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,113,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,118,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,123,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,128,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,134,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,140,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,146,syntax_style,[java:S1124] Reorder the modifiers to comply with the Java Language Specification.,sonarqube_verified
Lang,21,DateUtils.java,157,syntax_style,[java:S1118] Hide this public constructor.,sonarqube_verified
Lang,21,DateUtils.java,265,logic_error,Uses HOUR instead of HOUR_OF_DAY for time comparison,defects4j
Lang,21,DateUtils.java,350,syntax_style,[java:S6353] Use concise character class syntax '\\d' instead of '[0-9]'.,sonarqube_verified
Lang,21,DateUtils.java,941,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 66 to the 15 allowed.,sonarqube_verified
Lang,21,DateUtils.java,1032,syntax_style,"[java:S1301] Replace this ""switch"" statement by ""if"" statements to increase readability.",sonarqube_verified
Lang,21,DateUtils.java,1167,quality_warning,[java:S131] Add a default case to this switch.,sonarqube_verified
Lang,21,DateUtils.java,1228,quality_warning,[java:S1452] Remove usage of generic wildcard type.,sonarqube_verified
Lang,21,DateUtils.java,1678,syntax_style,"[java:S1301] Replace this ""switch"" statement by ""if"" statements to increase readability.",sonarqube_verified
Lang,21,DateUtils.java,1795,quality_warning,"[java:S1854] Remove this useless assignment to local variable ""result"".",sonarqube_verified
Lang,21,DateUtils.java,1866,quality_warning,"[java:S1161] Add the ""@Override"" annotation above this method signature",sonarqube_verified
Lang,33,ClassUtils.java,73,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,89,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,91,quality_warning,"[java:S2864] Iterate over the ""entrySet"" instead of the ""keySet"".",sonarqube_verified
Lang,33,ClassUtils.java,102,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,107,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,142,syntax_style,[java:S1118] Hide this public constructor.,sonarqube_verified
Lang,33,ClassUtils.java,187,quality_warning,"[java:S7158] Use ""isEmpty()"" to check whether a ""String"" is empty or not.",sonarqube_verified
Lang,33,ClassUtils.java,258,quality_warning,"[java:S7158] Use ""isEmpty()"" to check whether a ""String"" is empty or not.",sonarqube_verified
Lang,33,ClassUtils.java,289,quality_warning,[java:S1168] Return an empty collection instead of null.,sonarqube_verified
Lang,33,ClassUtils.java,291,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,315,quality_warning,[java:S1168] Return an empty collection instead of null.,sonarqube_verified
Lang,33,ClassUtils.java,318,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,321,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,360,quality_warning,[java:S1168] Return an empty collection instead of null.,sonarqube_verified
Lang,33,ClassUtils.java,362,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,387,quality_warning,[java:S1168] Return an empty collection instead of null.,sonarqube_verified
Lang,33,ClassUtils.java,389,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,475,quality_warning,[java:S1125] Remove the unnecessary boolean literal.,sonarqube_verified
Lang,33,ClassUtils.java,485,quality_warning,[java:S1125] Remove the unnecessary boolean literal.,sonarqube_verified
Lang,33,ClassUtils.java,554,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 40 to the 15 allowed.,sonarqube_verified
Lang,33,ClassUtils.java,581,quality_warning,[java:S1125] Remove the unnecessary boolean literal.,sonarqube_verified
Lang,33,ClassUtils.java,659,quality_warning,[java:S1168] Return an empty array instead of null.,sonarqube_verified
Lang,33,ClassUtils.java,709,quality_warning,[java:S1168] Return an empty array instead of null.,sonarqube_verified
Lang,33,ClassUtils.java,833,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Lang,33,ClassUtils.java,841,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Lang,33,ClassUtils.java,845,syntax_style,[java:S135] Reduce the total number of break and continue statements in this loop to use at most one.,sonarqube_verified
Lang,33,ClassUtils.java,904,quality_warning,[java:S1168] Return an empty array instead of null.,sonarqube_verified
Lang,33,ClassUtils.java,910,logic_error,Missing null check on array element causes NPE,defects4j
Lang,33,ClassUtils.java,1020,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,sonarqube_verified
