project,bug_id,file,line,category,description,source
Math,59,FastMath.java,1056,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1107,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1108,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1109,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1110,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1111,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1112,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1164,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed.,sonarqube_verified
Math,59,FastMath.java,1169,quality_warning,[java:S1066] Merge this if statement with the enclosing one.,sonarqube_verified
Math,59,FastMath.java,1211,quality_warning,[java:S1066] Merge this if statement with the enclosing one.,sonarqube_verified
Math,59,FastMath.java,1217,quality_warning,"[java:S1854] Remove this useless assignment to local variable ""xb"".",sonarqube_verified
Math,59,FastMath.java,1258,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1261,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1267,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1269,syntax_style,"[java:S1905] Remove this unnecessary cast to ""double"".",sonarqube_verified
Math,59,FastMath.java,1271,quality_warning,"[java:S1854] Remove this useless assignment to local variable ""lnza"".",sonarqube_verified
Math,59,FastMath.java,1283,syntax_style,"[java:S1905] Remove this unnecessary cast to ""double"".",sonarqube_verified
Math,59,FastMath.java,1316,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1344,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1347,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1392,logic_error,[java:S3518] Make sure this expression can't be zero before doing this division.,sonarqube_verified
Math,59,FastMath.java,1400,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1427,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1448,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 67 to the 15 allowed.,sonarqube_verified
Math,59,FastMath.java,1449,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1455,security,"[java:S2583] Change this condition so that it does not always evaluate to ""false""",sonarqube_verified
Math,59,FastMath.java,1490,security,"[java:S2583] Change this condition so that it does not always evaluate to ""false""",sonarqube_verified
Math,59,FastMath.java,1512,security,"[java:S2583] Change this condition so that it does not always evaluate to ""false""",sonarqube_verified
Math,59,FastMath.java,1602,quality_warning,"[java:S1488] Immediately return this expression instead of assigning it to the temporary variable ""result"".",sonarqube_verified
Math,59,FastMath.java,1603,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1627,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1628,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1629,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1630,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1648,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1676,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1677,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1678,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1679,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1680,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1718,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1720,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1721,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1722,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1723,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1758,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1775,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1776,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1777,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1778,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1779,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1831,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1832,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1833,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,1865,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1899,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1925,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1939,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1941,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1960,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,1975,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2043,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2068,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2082,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2084,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2110,quality_warning,"[java:S1854] Remove this useless assignment to local variable ""d"".",sonarqube_verified
Math,59,FastMath.java,2139,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2188,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,2427,quality_warning,"[java:S2589] Remove this expression which always evaluates to ""false""",sonarqube_verified
Math,59,FastMath.java,2436,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,2445,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2511,quality_warning,"[java:S2589] Remove this expression which always evaluates to ""false""",sonarqube_verified
Math,59,FastMath.java,2521,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,2530,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2564,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2586,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,sonarqube_verified
Math,59,FastMath.java,2606,quality_warning,"[java:S2589] Remove this expression which always evaluates to ""false""",sonarqube_verified
Math,59,FastMath.java,2616,syntax_style,[java:S1197] Move the array designators [] to the type.,sonarqube_verified
Math,59,FastMath.java,2625,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2740,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2743,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2745,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2783,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2800,quality_warning,"[java:S4165] Remove this useless assignment; ""ya"" already holds the assigned value along all execution paths.",sonarqube_verified
Math,59,FastMath.java,2812,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,59,FastMath.java,2832,quality_warning,"[java:S1854] Remove this useless assignment to local variable ""resultb"".",sonarqube_verified
Math,59,FastMath.java,2849,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 53 to the 15 allowed.,sonarqube_verified
Math,59,FastMath.java,2850,quality_warning,"[java:S2589] Remove this expression which always evaluates to ""false""",sonarqube_verified
Math,59,FastMath.java,2857,logic_error,"[java:S3518] Make sure ""y"" can't be zero before doing this division.",sonarqube_verified
Math,59,FastMath.java,2948,logic_error,"[java:S3518] Make sure ""x"" can't be zero before doing this division.",sonarqube_verified
Math,59,FastMath.java,2960,quality_warning,"[java:S1488] Immediately return this expression instead of assigning it to the temporary variable ""result"".",sonarqube_verified
Math,59,FastMath.java,2970,security,"[java:S2583] Change this condition so that it does not always evaluate to ""false""",sonarqube_verified
Math,59,FastMath.java,3042,security,"[java:S2583] Change this condition so that it does not always evaluate to ""false""",sonarqube_verified
Math,59,FastMath.java,3146,quality_warning,[java:S1110] Remove these useless parentheses.,sonarqube_verified
Math,59,FastMath.java,3341,security,"[java:S2583] Change this condition so that it does not always evaluate to ""false""",sonarqube_verified
Math,59,FastMath.java,3358,syntax_style,"[java:S1905] Remove this unnecessary cast to ""double"".",sonarqube_verified
Math,59,FastMath.java,3368,security,"[java:S2583] Change this condition so that it does not always evaluate to ""false""",sonarqube_verified
Math,59,FastMath.java,3446,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,59,FastMath.java,3455,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,59,FastMath.java,3482,logic_error,Returns b instead of a in float max function,defects4j
Math,59,FastMath.java,3491,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,75,Frequency.java,54,code_smell,"[java:S1948] Make non-static ""freqTable"" transient or serializable.",sonarqube_verified
Math,75,Frequency.java,60,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Math,75,Frequency.java,70,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Math,75,Frequency.java,82,quality_warning,"[java:S1149] Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".",sonarqube_verified
Math,75,Frequency.java,112,syntax_style,[java:S1133] Do not forget to remove this deprecated code someday.,sonarqube_verified
Math,75,Frequency.java,167,syntax_style,[java:S1133] Do not forget to remove this deprecated code someday.,sonarqube_verified
Math,75,Frequency.java,232,syntax_style,[java:S1133] Do not forget to remove this deprecated code someday.,sonarqube_verified
Math,75,Frequency.java,302,syntax_style,[java:S1133] Do not forget to remove this deprecated code someday.,sonarqube_verified
Math,75,Frequency.java,303,logic_error,Calls getCumPct instead of getPct,defects4j
Math,75,Frequency.java,368,syntax_style,[java:S1133] Do not forget to remove this deprecated code someday.,sonarqube_verified
Math,75,Frequency.java,390,code_smell,[java:S3740] Provide the parametrized type for this generic.,sonarqube_verified
Math,75,Frequency.java,474,syntax_style,[java:S1133] Do not forget to remove this deprecated code someday.,sonarqube_verified
Math,79,MathUtils.java,128,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,sonarqube_verified
Math,79,MathUtils.java,132,quality_warning,[java:S2234] Parameters to addAndCheck have the same names but not the same order as the method arguments.,sonarqube_verified
Math,79,MathUtils.java,447,quality_warning,[java:S4274] Replace this assert with a proper check.,sonarqube_verified
Math,79,MathUtils.java,513,quality_warning,"[java:S1192] Define a constant instead of duplicating this literal ""must have n >= 0 for n!, got n = {0}"" 3 times.",sonarqube_verified
Math,79,MathUtils.java,614,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,sonarqube_verified
Math,79,MathUtils.java,629,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,79,MathUtils.java,655,quality_warning,[java:S125] This block of commented-out lines of code should be removed.,sonarqube_verified
Math,79,MathUtils.java,681,quality_warning,"[java:S5738] Remove this call to a deprecated method, it has been marked for removal.",sonarqube_verified
Math,79,MathUtils.java,848,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 25 to the 15 allowed.,sonarqube_verified
Math,79,MathUtils.java,853,quality_warning,[java:S2234] Parameters to mulAndCheck have the same names but not the same order as the method arguments.,sonarqube_verified
Math,79,MathUtils.java,1066,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_UP""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1085,quality_warning,"[java:S1874] Remove this use of ""setScale""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1106,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_UP""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1139,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 23 to the 15 allowed.,sonarqube_verified
Math,79,MathUtils.java,1142,quality_warning,"[java:S1874] Remove this use of ""ROUND_CEILING""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1149,quality_warning,"[java:S1874] Remove this use of ""ROUND_DOWN""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1152,quality_warning,"[java:S1874] Remove this use of ""ROUND_FLOOR""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1159,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_DOWN""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1169,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_EVEN""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1186,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_UP""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1196,quality_warning,"[java:S1874] Remove this use of ""ROUND_UNNECESSARY""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1201,quality_warning,"[java:S1874] Remove this use of ""ROUND_UP""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1209,quality_warning,"[java:S1874] Remove this use of ""ROUND_CEILING""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1210,quality_warning,"[java:S1874] Remove this use of ""ROUND_DOWN""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1211,quality_warning,"[java:S1874] Remove this use of ""ROUND_FLOOR""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1212,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_DOWN""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1213,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_EVEN""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1214,quality_warning,"[java:S1874] Remove this use of ""ROUND_HALF_UP""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1215,quality_warning,"[java:S1874] Remove this use of ""ROUND_UNNECESSARY""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1216,quality_warning,"[java:S1874] Remove this use of ""ROUND_UP""; it is deprecated.",sonarqube_verified
Math,79,MathUtils.java,1232,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1251,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1269,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1283,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1297,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1312,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1382,quality_warning,"[java:S1192] Define a constant instead of duplicating this literal ""cannot raise an integral value to a negative power ({0}^{1})"" 7 times.",sonarqube_verified
Math,79,MathUtils.java,1624,logic_error,Int overflow in Euclidean distance calculation,defects4j
Math,80,EigenDecompositionImpl.java,85,syntax_style,"[java:S1450] Remove the ""lowerSpectra"" field and declare it as a local variable in the relevant methods.",sonarqube_verified
Math,80,EigenDecompositionImpl.java,88,syntax_style,"[java:S1450] Remove the ""upperSpectra"" field and declare it as a local variable in the relevant methods.",sonarqube_verified
Math,80,EigenDecompositionImpl.java,612,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,678,quality_warning,"[java:S1994] Move the update of ""j"" into this loop's update clause.",sonarqube_verified
Math,80,EigenDecompositionImpl.java,693,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Math,80,EigenDecompositionImpl.java,823,quality_warning,"[java:S6541] A ""Brain Method"" was detected. Refactor it to reduce at least one of the following metrics: LOC from 79 to 64, Complexity from 18 to 14, Nesting Level",sonarqube_verified
Math,80,EigenDecompositionImpl.java,991,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 45 to the 15 allowed.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1044,quality_warning,[java:S127] Refactor the code in order to not assign to this loop counter from within the loop body.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1054,quality_warning,[java:S1066] Merge this if statement with the enclosing one.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1112,quality_warning,[java:S127] Refactor the code in order to not assign to this loop counter from within the loop body.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1135,logic_error,Off-by-one: 4*n-1 instead of 4*(n-1),defects4j
Math,80,EigenDecompositionImpl.java,1329,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 26 to the 15 allowed.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1431,quality_warning,"[java:S6541] A ""Brain Method"" was detected. Refactor it to reduce at least one of the following metrics: LOC from 207 to 64, Complexity from 56 to 14, Nesting Leve",sonarqube_verified
Math,80,EigenDecompositionImpl.java,1489,quality_warning,"[java:S1854] Remove this useless assignment to local variable ""b2"".",sonarqube_verified
Math,80,EigenDecompositionImpl.java,1504,syntax_style,[java:S135] Reduce the total number of break and continue statements in this loop to use at most one.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1547,syntax_style,[java:S135] Reduce the total number of break and continue statements in this loop to use at most one.,sonarqube_verified
